Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork
no,,,,6,1,,11920.0,2,male,54.0,3,1,laboratory_technician,4,married,3131.0,26342,1,,13,3.0,1,1,,5,3.0,10,0,8,1994,no
no,,977.0,research_and_development,1,3,life_sciences,11960.0,4,male,56.0,2,2,manufacturing_director,4,married,,9961,1,,13,3.0,2,1,14.0,2,2.0,14,3,11,1986,yes
no,non_travel,1476.0,,1,3,,13150.0,3,male,55.0,1,2,laboratory_technician,4,married,6674.0,16392,0,no,11,3.0,1,3,10.0,6,3.0,9,7,5,1995,yes
no,non_travel,587.0,,2,4,,13240.0,4,male,57.0,3,3,sales_executive,3,,9852.0,8935,1,yes,19,3.0,1,1,10.0,5,2.0,10,9,6,1992,yes
no,non_travel,495.0,,2,1,life_sciences,13340.0,3,female,,3,4,manager,3,,17861.0,26582,0,yes,13,,4,0,21.0,3,2.0,20,2,10,1981,no
no,travel_rarely,523.0,,2,3,life_sciences,13460.0,3,female,98.0,3,2,research_scientist,4,single,,22455,1,,13,3.0,3,0,9.0,4,3.0,9,8,8,1983,yes
no,,507.0,,15,2,medical,13560.0,3,male,66.0,3,2,sales_executive,1,single,,23553,1,,12,3.0,4,0,,6,4.0,10,9,6,1989,yes
no,travel_rarely,1055.0,,1,3,,14230.0,4,male,76.0,3,5,research_director,1,,,22456,3,,21,4.0,3,1,,3,3.0,9,1,5,1965,no
yes,travel_frequently,1445.0,,1,5,,14590.0,3,male,100.0,4,3,manufacturing_director,2,,7446.0,8931,1,,11,3.0,1,0,,2,3.0,10,4,7,1992,yes
no,,447.0,,2,3,medical,14720.0,4,female,39.0,4,4,research_director,2,single,16598.0,19764,4,no,12,3.0,2,0,35.0,2,2.0,9,8,8,1970,yes
no,,829.0,research_and_development,15,3,,14850.0,2,female,71.0,3,4,research_director,1,,,11929,7,,14,3.0,4,2,16.0,3,2.0,14,6,9,1989,yes
no,,674.0,,13,3,,15430.0,1,female,47.0,3,2,research_scientist,4,married,4285.0,3031,1,,17,3.0,1,0,,2,3.0,10,3,7,1986,yes
no,travel_frequently,,,2,3,,15470.0,4,female,40.0,3,3,healthcare_representative,4,,10124.0,18611,2,yes,14,3.0,3,1,24.0,3,1.0,20,13,9,1981,yes
no,,538.0,,1,4,,15530.0,1,female,66.0,3,3,healthcare_representative,2,divorced,,20933,1,,12,3.0,1,3,,4,3.0,10,7,7,1978,yes
yes,travel_rarely,740.0,,1,3,,15620.0,2,female,64.0,2,2,sales_executive,1,married,9714.0,5323,1,no,11,3.0,4,1,,4,3.0,10,6,7,1993,yes
no,travel_rarely,1245.0,,14,3,life_sciences,15820.0,3,female,80.0,3,2,sales_executive,2,married,9924.0,12355,0,,11,3.0,4,1,10.0,3,3.0,9,7,7,1985,yes
no,,1234.0,,20,5,medical,16060.0,2,female,41.0,3,4,healthcare_representative,3,,11245.0,20689,2,,15,3.0,3,1,32.0,3,3.0,30,12,13,1973,no
no,travel_rarely,1130.0,,3,3,,16580.0,4,male,66.0,3,2,research_scientist,2,,,19332,1,no,12,3.0,3,1,11.0,2,3.0,11,7,9,1989,yes
no,travel_rarely,584.0,research_and_development,22,5,,16650.0,2,male,91.0,3,4,manager,3,,,18685,3,,25,4.0,3,1,36.0,6,3.0,10,4,7,1969,yes
no,,792.0,,1,3,life_sciences,17370.0,4,female,77.0,3,2,laboratory_technician,4,married,6472.0,8989,1,,15,3.0,4,1,,2,3.0,9,5,8,1984,yes
no,,1383.0,,10,3,life_sciences,17900.0,4,female,90.0,3,3,healthcare_representative,1,,8321.0,25949,7,,13,3.0,4,1,15.0,1,3.0,12,5,7,1987,no
no,travel_rarely,,,8,2,,18230.0,2,female,92.0,4,2,sales_executive,3,,,22128,1,no,21,4.0,3,2,10.0,5,3.0,10,4,8,1989,no
no,travel_rarely,706.0,,2,2,life_sciences,18570.0,4,female,82.0,3,3,manufacturing_director,4,divorced,8578.0,19989,3,,14,3.0,3,1,12.0,4,2.0,9,4,7,1977,yes
no,travel_rarely,728.0,,23,1,medical,18640.0,2,male,36.0,2,2,sales_representative,3,married,,7018,1,no,21,4.0,4,1,,5,3.0,9,5,8,1996,no
no,,311.0,,36,3,life_sciences,18810.0,2,female,89.0,3,2,laboratory_technician,3,divorced,4197.0,18624,1,no,11,3.0,1,1,10.0,2,3.0,10,0,2,1992,no
no,travel_rarely,556.0,research_and_development,25,2,life_sciences,18880.0,2,male,93.0,2,2,manufacturing_director,4,,,23888,0,no,13,,4,2,10.0,2,2.0,9,3,8,1978,yes
no,travel_rarely,937.0,,1,3,marketing,19500.0,1,female,32.0,3,3,sales_executive,4,,9888.0,6770,1,no,21,4.0,1,0,14.0,3,2.0,14,2,1,1989,no
no,,1224.0,,7,4,,19620.0,3,male,55.0,3,2,sales_executive,4,,,13586,1,yes,11,3.0,4,0,10.0,2,3.0,10,0,9,1988,no
no,travel_rarely,119.0,,15,4,marketing,19750.0,2,female,77.0,3,4,sales_executive,1,single,13341.0,25098,0,no,12,3.0,1,0,21.0,3,3.0,20,11,10,1984,no
no,travel_rarely,444.0,,2,2,marketing,19860.0,2,male,92.0,3,2,sales_executive,2,married,5677.0,4258,3,no,14,3.0,3,1,,4,3.0,11,5,10,1983,yes
no,,,research_and_development,1,1,,20000.0,3,male,98.0,3,3,research_director,2,married,,17231,0,no,18,3.0,1,2,14.0,3,1.0,13,5,12,1976,yes
no,travel_frequently,,,8,1,,20.0,3,female,61.0,2,2,research_scientist,2,married,,24907,1,no,23,4.0,4,1,10.0,3,3.0,10,1,7,1974,yes
no,travel_frequently,1392.0,,19,4,life_sciences,50.0,19,male,56.0,3,1,research_scientist,3,married,2909.0,23159,1,,11,3.0,3,0,,3,3.0,8,3,0,1990,yes
no,,,,8,4,,350.0,3,female,48.0,3,2,sales_executive,2,,6825.0,21173,0,,11,,4,1,10.0,2,3.0,9,4,2,1981,no
no,,655.0,research_and_development,7,4,life_sciences,760.0,4,female,48.0,3,2,laboratory_technician,4,divorced,,9528,3,no,22,4.0,4,1,,3,2.0,7,1,7,1992,no
no,travel_rarely,746.0,,8,4,,980.0,3,male,61.0,3,2,manufacturing_director,4,single,4424.0,20682,1,no,23,4.0,4,0,11.0,2,3.0,11,1,8,1992,no
no,,632.0,,21,4,marketing,1200.0,3,female,71.0,3,2,sales_executive,4,,5441.0,8423,0,,22,4.0,4,0,11.0,2,1.0,10,1,0,1972,yes
yes,travel_frequently,658.0,,7,3,,1470.0,1,female,66.0,1,2,laboratory_technician,3,,6074.0,22887,1,yes,24,4.0,4,0,9.0,3,,9,0,6,1989,yes
no,,1467.0,,11,2,technical_degree,1540.0,2,male,92.0,3,3,sales_executive,4,,,22952,0,no,14,3.0,3,1,10.0,6,3.0,9,2,8,1987,no
no,travel_frequently,1312.0,,23,3,,1590.0,1,female,96.0,1,1,research_scientist,3,divorced,,22310,1,no,25,4.0,3,3,,2,2.0,10,0,9,1993,no
no,non_travel,750.0,,12,2,,1600.0,12,female,95.0,3,2,sales_executive,2,married,6146.0,15480,0,,13,3.0,1,1,,2,4.0,7,0,7,1990,yes
yes,,249.0,,6,4,life_sciences,1630.0,2,female,76.0,1,2,sales_executive,3,married,6172.0,20739,4,,18,3.0,2,0,,3,2.0,7,7,7,1992,no
no,travel_rarely,802.0,,23,1,,1760.0,3,female,96.0,3,3,sales_executive,3,divorced,,21196,3,yes,13,3.0,3,1,,2,3.0,9,0,7,1982,no
no,travel_rarely,1355.0,,25,1,,1770.0,3,male,61.0,3,1,human_resources,3,,,8916,1,,23,4.0,4,1,8.0,3,3.0,8,5,7,1997,yes
no,,689.0,,9,2,,1950.0,4,female,35.0,1,2,sales_executive,4,divorced,4668.0,22812,0,no,17,3.0,4,3,,2,4.0,8,0,7,1991,yes
no,travel_frequently,1395.0,,26,3,,2020.0,2,male,54.0,3,2,research_scientist,2,divorced,5605.0,8504,1,no,11,3.0,1,1,20.0,2,3.0,20,2,13,1983,no
no,travel_rarely,1436.0,sales,6,2,marketing,2050.0,2,female,34.0,3,2,sales_representative,3,,,16047,2,yes,20,4.0,4,1,13.0,3,1.0,7,4,5,1970,yes
no,travel_rarely,,research_and_development,14,3,,2520.0,4,male,,3,1,research_scientist,2,,,4673,1,,13,3.0,4,1,8.0,5,3.0,8,1,6,1990,yes
no,travel_rarely,313.0,,3,3,,2580.0,4,male,98.0,3,4,healthcare_representative,2,single,,7192,3,,18,3.0,3,0,,6,3.0,7,1,0,1972,no
no,travel_rarely,894.0,,9,3,medical,2600.0,4,male,99.0,3,1,research_scientist,2,single,,11781,1,no,16,3.0,4,0,,2,2.0,7,0,3,1996,no
no,,290.0,,21,3,life_sciences,2670.0,2,female,65.0,4,1,research_scientist,1,,3564.0,22977,1,yes,12,3.0,1,1,,3,2.0,8,1,7,1986,yes
no,non_travel,1002.0,,18,4,,2750.0,4,female,92.0,3,2,manufacturing_director,4,divorced,6804.0,23793,1,yes,15,3.0,1,2,7.0,0,3.0,7,1,7,1974,no
no,,1242.0,,20,3,life_sciences,2930.0,4,male,90.0,3,2,sales_executive,3,single,,12916,1,,14,3.0,4,0,7.0,2,3.0,7,0,7,1996,no
no,,1052.0,sales,6,3,medical,3020.0,4,male,57.0,2,3,sales_executive,4,single,,16840,6,,12,3.0,4,0,23.0,2,3.0,19,12,8,1978,yes
no,,944.0,,1,3,,3140.0,3,male,92.0,3,3,sales_executive,3,single,,9096,1,no,14,3.0,1,0,10.0,3,4.0,10,0,8,1988,yes
no,,771.0,,2,4,life_sciences,3290.0,1,female,79.0,2,5,manager,3,,,21030,1,yes,18,3.0,4,0,33.0,2,4.0,33,15,12,1971,yes
no,non_travel,1327.0,sales,2,2,life_sciences,3610.0,4,female,39.0,2,2,sales_executive,4,,,19682,3,no,18,3.0,4,1,13.0,0,3.0,8,7,5,1985,yes
no,,488.0,,27,3,,3630.0,27,male,75.0,1,4,manager,2,married,,14977,3,yes,12,3.0,2,1,28.0,2,2.0,7,7,7,1977,no
yes,non_travel,666.0,,10,4,life_sciences,3760.0,1,female,88.0,3,3,manager,2,married,,10268,1,,12,3.0,4,1,,2,2.0,10,9,9,1976,yes
no,,1315.0,,22,3,life_sciences,3810.0,2,male,71.0,4,3,manager,2,divorced,,19100,7,,18,,2,1,10.0,6,2.0,7,6,2,1988,no
no,travel_frequently,442.0,,2,2,,3880.0,2,female,44.0,3,2,sales_executive,4,single,,20260,1,,18,3.0,1,0,,3,,10,0,9,1994,yes
no,travel_rarely,147.0,research_and_development,20,2,technical_degree,3890.0,2,female,37.0,3,2,laboratory_technician,4,married,,15972,3,,19,,4,1,12.0,4,3.0,10,0,8,1968,yes
yes,travel_rarely,950.0,,45,4,,4010.0,4,female,48.0,2,2,sales_executive,4,single,5828.0,8450,1,,12,3.0,2,0,,0,,8,7,4,1997,yes
no,travel_rarely,218.0,,7,3,technical_degree,4160.0,2,female,100.0,4,2,sales_executive,4,,,12241,4,,11,3.0,2,1,10.0,3,2.0,8,7,7,1992,yes
no,travel_frequently,,,10,4,life_sciences,4300.0,3,male,33.0,3,1,laboratory_technician,4,,2455.0,10675,0,no,19,3.0,1,0,,5,3.0,8,1,7,1980,yes
no,travel_rarely,691.0,,13,3,marketing,4380.0,4,female,73.0,3,2,sales_executive,4,,,7143,4,,12,3.0,4,3,13.0,3,3.0,7,1,7,1992,yes
no,,,,10,3,,4460.0,2,female,46.0,2,2,sales_executive,4,,4682.0,4317,3,no,14,3.0,3,0,,6,2.0,7,0,1,1990,no
no,travel_frequently,559.0,research_and_development,10,4,life_sciences,4480.0,3,male,82.0,2,2,laboratory_technician,3,divorced,5257.0,6227,1,no,11,,2,1,9.0,3,4.0,9,0,0,1980,no
yes,travel_rarely,318.0,,8,4,,4540.0,2,female,77.0,1,1,laboratory_technician,1,,2119.0,4759,1,,11,3.0,4,0,7.0,4,2.0,7,0,7,1994,no
no,,1130.0,sales,8,4,,4580.0,2,male,56.0,3,2,sales_executive,2,,,3415,1,no,18,3.0,1,1,8.0,3,3.0,8,0,7,1996,no
no,travel_rarely,933.0,,1,3,,4760.0,3,female,57.0,3,2,sales_executive,3,,,20156,1,,17,3.0,2,1,,3,3.0,8,7,7,1997,yes
no,travel_rarely,1171.0,,10,4,life_sciences,4830.0,4,male,46.0,4,1,laboratory_technician,3,married,,22495,3,yes,13,3.0,3,1,,3,3.0,7,1,7,1983,yes
yes,,143.0,,4,3,,4880.0,1,female,56.0,3,2,sales_executive,2,,,9558,1,no,18,3.0,3,0,8.0,5,3.0,8,7,7,1982,no
no,travel_rarely,1178.0,,14,2,,5000.0,3,male,87.0,3,2,sales_executive,4,,,14862,4,no,11,3.0,3,1,18.0,2,2.0,7,0,7,1972,yes
no,travel_rarely,645.0,sales,1,3,marketing,5340.0,2,female,49.0,4,3,sales_executive,1,married,8392.0,19566,1,,16,3.0,3,1,10.0,2,3.0,10,0,7,1982,yes
no,travel_rarely,1276.0,,16,3,life_sciences,5860.0,4,female,72.0,3,3,healthcare_representative,3,,,14295,4,yes,12,3.0,3,0,10.0,2,3.0,8,0,0,1988,no
no,travel_rarely,163.0,,2,5,,5950.0,2,male,37.0,3,2,sales_executive,4,married,4051.0,19658,2,no,14,3.0,1,1,14.0,2,3.0,9,6,7,1975,yes
yes,travel_frequently,426.0,,17,4,life_sciences,6080.0,2,male,58.0,3,1,human_resources,3,,2741.0,22808,0,yes,11,3.0,2,1,8.0,2,,7,1,0,1997,yes
no,,509.0,,2,4,other,6160.0,1,male,62.0,2,2,healthcare_representative,3,single,,2112,2,yes,17,3.0,1,0,10.0,3,3.0,8,0,7,1982,yes
no,,258.0,,21,4,,6210.0,4,female,74.0,4,2,sales_executive,4,single,5337.0,19921,1,,12,3.0,4,0,10.0,3,3.0,10,5,7,1989,yes
no,travel_rarely,525.0,,6,4,medical,6530.0,1,female,66.0,4,2,sales_executive,4,divorced,,6219,4,no,22,4.0,4,2,13.0,4,4.0,7,5,7,1992,yes
no,travel_frequently,,,9,5,,6630.0,4,female,72.0,3,2,laboratory_technician,3,divorced,,19627,3,,13,3.0,2,1,10.0,3,3.0,8,4,7,1980,no
no,,238.0,sales,1,1,,6820.0,4,male,34.0,3,2,sales_executive,1,single,,7507,7,,20,4.0,4,0,18.0,2,4.0,14,8,10,1970,no
no,,806.0,research_and_development,1,4,life_sciences,7100.0,2,female,76.0,1,1,research_scientist,4,divorced,,18959,1,,18,3.0,4,1,10.0,5,3.0,10,2,8,1994,yes
no,,1442.0,,9,3,medical,7170.0,4,male,46.0,2,3,healthcare_representative,2,,,17654,1,,14,3.0,2,0,9.0,3,4.0,8,7,7,1989,no
no,,408.0,,2,4,technical_degree,7210.0,4,male,80.0,2,2,healthcare_representative,3,single,,20978,1,no,11,3.0,1,0,20.0,4,3.0,20,11,10,1984,no
no,,929.0,,10,3,marketing,7220.0,4,female,55.0,3,2,sales_executive,4,,5396.0,21703,1,,12,3.0,4,0,10.0,2,2.0,10,0,8,1991,yes
no,travel_rarely,827.0,,1,4,life_sciences,7240.0,2,male,33.0,4,2,healthcare_representative,4,,,19383,0,,13,3.0,3,0,10.0,4,,9,1,8,1985,yes
no,travel_rarely,,,1,2,life_sciences,7250.0,3,male,,3,3,manufacturing_director,1,married,,6009,1,,11,3.0,4,0,9.0,3,3.0,9,0,7,1996,no
no,,703.0,,35,4,marketing,7280.0,4,female,42.0,3,2,sales_executive,1,single,4960.0,11825,2,,12,3.0,4,0,20.0,2,3.0,7,1,7,1976,no
no,travel_frequently,294.0,,10,2,,7330.0,4,female,32.0,3,3,manufacturing_director,1,,8793.0,4809,1,no,21,4.0,3,2,9.0,4,2.0,9,1,7,1996,yes
no,,314.0,,1,3,,7340.0,4,female,59.0,2,5,manager,3,,19189.0,19562,1,no,12,,2,1,22.0,3,3.0,22,2,10,1982,no
no,,427.0,research_and_development,8,3,,7420.0,1,male,63.0,4,3,research_director,1,married,11713.0,20335,9,,14,3.0,1,1,10.0,2,3.0,8,0,5,1987,no
no,,501.0,,27,5,marketing,7470.0,3,female,99.0,3,2,sales_executive,4,divorced,5304.0,25275,7,no,23,,4,1,10.0,2,2.0,8,7,7,1993,yes
no,travel_rarely,,,9,3,,7620.0,3,female,81.0,3,4,healthcare_representative,4,married,11103.0,20420,7,no,11,3.0,3,0,30.0,1,2.0,10,1,1,1967,no
no,travel_rarely,954.0,,2,2,,7830.0,2,female,46.0,1,2,sales_representative,3,single,6632.0,12388,0,no,13,3.0,1,0,9.0,3,3.0,8,3,1,1978,yes
no,non_travel,1434.0,,8,4,,7890.0,1,female,76.0,2,3,sales_executive,1,single,7587.0,14229,1,,15,3.0,2,0,10.0,1,3.0,10,0,9,1987,no
no,,657.0,,27,3,medical,7930.0,2,male,66.0,3,2,healthcare_representative,3,married,4335.0,25549,4,no,12,3.0,1,1,11.0,3,2.0,8,1,1,1994,yes
no,,240.0,,2,4,life_sciences,8030.0,1,male,75.0,4,2,manufacturing_director,1,single,5980.0,26085,6,,12,3.0,4,0,17.0,2,3.0,15,4,12,1985,yes
no,travel_frequently,570.0,,8,3,,8090.0,2,female,66.0,3,5,manager,4,,,16225,1,no,13,3.0,2,1,24.0,4,2.0,24,14,9,1981,yes
no,travel_rarely,676.0,,1,3,other,8230.0,3,male,35.0,3,2,manufacturing_director,2,,5228.0,23361,0,,15,3.0,1,1,,2,3.0,9,0,5,1987,no
yes,,436.0,,2,1,medical,8420.0,3,female,37.0,3,2,sales_executive,4,single,,21519,4,,16,3.0,3,0,,3,2.0,9,7,3,1968,no
no,,661.0,,9,2,,9130.0,2,female,61.0,3,1,research_scientist,1,,,7508,1,yes,13,3.0,4,0,8.0,0,3.0,8,7,1,1979,yes
yes,,1085.0,research_and_development,2,4,life_sciences,9270.0,2,male,57.0,1,1,laboratory_technician,4,divorced,,17725,4,yes,13,3.0,3,1,,1,2.0,7,1,0,1982,yes
no,travel_rarely,154.0,,7,4,,9410.0,2,female,41.0,2,1,sales_representative,3,,2329.0,11737,3,,15,,2,0,,2,4.0,7,5,2,1992,no
no,travel_frequently,1283.0,sales,28,3,medical,9560.0,28,female,52.0,2,2,sales_executive,1,,4294.0,11148,1,,12,3.0,2,0,,2,3.0,7,0,7,1997,yes
no,,498.0,,3,4,medical,9660.0,3,male,93.0,3,2,manufacturing_director,1,married,6725.0,13554,1,,12,3.0,3,1,8.0,2,4.0,8,6,3,1991,no
yes,travel_rarely,530.0,,3,1,life_sciences,9670.0,3,female,51.0,2,3,sales_executive,4,married,10325.0,5518,1,,11,,1,1,,6,3.0,16,3,7,1987,no
no,non_travel,805.0,,47,2,,9720.0,47,female,57.0,3,2,laboratory_technician,2,,4447.0,23163,1,,12,3.0,2,0,,5,2.0,9,0,8,1978,yes
no,non_travel,1229.0,,8,4,technical_degree,9900.0,1,female,84.0,3,2,sales_executive,4,divorced,,25952,4,no,13,,4,2,12.0,3,3.0,7,0,7,1987,yes
no,travel_rarely,1441.0,,17,3,technical_degree,10130.0,3,male,56.0,3,3,manufacturing_director,3,,,13943,8,,11,,3,1,22.0,2,3.0,10,0,8,1969,yes
no,travel_rarely,153.0,,8,2,,10150.0,2,male,73.0,4,3,research_director,1,,,17802,0,yes,12,3.0,3,3,,4,2.0,8,1,7,1993,yes
no,,1066.0,,2,2,medical,10180.0,4,female,32.0,4,2,manufacturing_director,4,married,5472.0,3334,1,,12,3.0,2,0,,2,3.0,8,1,3,1997,no
no,travel_frequently,135.0,,18,4,medical,10340.0,3,female,62.0,3,2,healthcare_representative,2,married,6385.0,12992,3,,14,3.0,4,2,,3,3.0,8,6,7,1968,yes
no,non_travel,1109.0,,29,4,,10460.0,4,male,69.0,3,1,laboratory_technician,3,single,,11135,9,no,12,3.0,2,0,10.0,2,3.0,8,7,7,1991,yes
no,travel_frequently,124.0,,2,3,marketing,10500.0,3,male,38.0,2,3,sales_executive,2,,7525.0,23537,2,,12,3.0,1,1,30.0,2,,15,6,12,1970,yes
no,,444.0,,2,1,,10740.0,3,female,40.0,2,4,manager,1,single,,17323,7,no,15,3.0,2,0,,3,4.0,9,6,2,1968,yes
yes,non_travel,1366.0,,24,2,,10820.0,2,female,72.0,2,3,healthcare_representative,1,single,,12355,1,no,12,3.0,1,0,10.0,2,2.0,10,1,9,1995,no
no,travel_rarely,857.0,,10,3,other,10970.0,3,male,59.0,3,2,research_scientist,3,single,3660.0,7909,3,no,13,3.0,4,0,,4,4.0,8,1,7,1995,yes
yes,,1204.0,,4,3,technical_degree,11000.0,4,female,86.0,3,3,sales_executive,1,,,10333,0,,22,4.0,1,0,9.0,2,3.0,8,4,7,1988,yes
yes,travel_frequently,827.0,research_and_development,36,4,medical,11010.0,36,male,54.0,2,2,research_scientist,3,single,,3129,1,no,22,4.0,2,0,14.0,4,3.0,13,3,8,1990,yes
yes,,1219.0,research_and_development,4,1,technical_degree,11060.0,4,female,32.0,3,1,laboratory_technician,4,married,,4605,1,,15,,2,1,7.0,3,4.0,7,5,6,1998,yes
no,,770.0,sales,10,4,,11190.0,3,female,,2,3,sales_executive,3,,8740.0,5569,0,yes,14,3.0,2,2,9.0,2,,8,2,7,1985,yes
no,travel_frequently,1082.0,,27,3,life_sciences,11260.0,3,male,83.0,3,3,manufacturing_director,1,married,,11535,8,no,11,3.0,3,1,18.0,1,3.0,8,0,1,1980,no
no,travel_rarely,1308.0,,14,3,,11280.0,3,female,44.0,2,5,research_director,3,,,17544,1,no,14,,1,0,,2,,20,4,9,1983,yes
no,travel_rarely,1384.0,,3,4,,11770.0,1,female,82.0,4,1,laboratory_technician,4,,,13421,1,,22,4.0,2,1,8.0,2,3.0,8,0,7,1997,yes
no,travel_rarely,819.0,,2,3,,11820.0,3,female,44.0,2,3,manufacturing_director,2,divorced,,19588,2,no,18,3.0,2,1,15.0,2,4.0,7,6,4,1988,yes
no,,1223.0,research_and_development,7,2,medical,12010.0,4,male,50.0,3,5,manager,3,divorced,,18640,3,no,18,3.0,2,1,26.0,6,3.0,7,4,7,1970,no
no,,1361.0,,17,4,life_sciences,12180.0,3,female,94.0,3,2,sales_executive,1,,,21026,3,,15,3.0,4,3,15.0,2,3.0,7,1,7,1988,yes
no,,1146.0,,25,3,medical,12200.0,2,male,,3,2,sales_executive,3,,,4905,1,no,12,3.0,1,1,,3,2.0,10,0,1,1990,yes
no,travel_rarely,853.0,,7,4,life_sciences,12240.0,3,female,49.0,3,2,laboratory_technician,3,divorced,3491.0,11309,1,,13,,1,3,,4,2.0,10,8,9,1993,yes
no,,1316.0,,2,2,life_sciences,12350.0,4,male,38.0,3,2,research_scientist,3,single,,2338,4,yes,14,3.0,4,0,10.0,2,3.0,8,0,7,1991,no
no,,363.0,,1,3,technical_degree,12370.0,3,male,,1,3,manufacturing_director,1,divorced,10252.0,4235,2,yes,21,4.0,3,1,17.0,2,3.0,7,7,7,1987,yes
no,,920.0,research_and_development,3,3,life_sciences,12550.0,3,female,96.0,1,5,research_director,4,,19740.0,18625,3,no,14,3.0,2,1,,2,3.0,8,0,7,1980,yes
no,travel_rarely,694.0,,1,3,,12640.0,4,male,,2,4,research_director,4,divorced,,3423,3,no,14,3.0,2,2,9.0,2,2.0,7,1,7,1994,yes
no,,1429.0,,24,4,,12830.0,24,female,67.0,3,3,manufacturing_director,4,single,,20002,6,no,12,3.0,4,0,,6,2.0,9,5,4,1964,no
no,travel_rarely,531.0,,4,4,marketing,12930.0,4,male,56.0,2,3,sales_executive,4,single,,20364,3,no,14,3.0,4,0,23.0,3,4.0,21,15,17,1980,yes
yes,travel_rarely,621.0,,15,3,medical,12950.0,1,male,73.0,3,3,healthcare_representative,4,married,,14075,1,,11,3.0,4,1,,2,3.0,10,0,5,1979,yes
no,travel_rarely,524.0,,33,2,,13220.0,1,female,32.0,3,2,manufacturing_director,3,single,4534.0,13352,0,,11,3.0,1,0,,6,,8,1,7,1984,yes
no,,943.0,,9,3,,13440.0,4,female,86.0,3,3,healthcare_representative,4,,8500.0,5494,0,,11,,4,1,10.0,0,2.0,9,1,6,1989,yes
no,,1009.0,,2,2,life_sciences,13550.0,2,male,31.0,3,2,sales_executive,1,,,19461,3,,15,3.0,4,1,11.0,3,3.0,7,1,7,1985,yes
no,travel_frequently,607.0,sales,12,3,marketing,13620.0,12,male,83.0,4,2,sales_executive,1,married,4639.0,2261,2,no,16,3.0,4,1,,2,2.0,15,6,13,1987,yes
no,,817.0,,1,3,,13690.0,4,male,60.0,2,2,laboratory_technician,4,,5363.0,10846,0,no,12,3.0,2,1,10.0,0,3.0,9,0,0,1988,no
no,,,,29,3,,13770.0,2,female,86.0,3,2,laboratory_technician,3,,,17491,4,,13,3.0,1,2,10.0,1,3.0,8,7,7,1989,no
no,,930.0,,6,3,medical,14020.0,1,male,73.0,2,2,research_scientist,3,single,4081.0,20003,1,yes,14,3.0,1,0,20.0,3,1.0,20,1,8,1980,no
no,travel_rarely,1147.0,,10,3,human_resources,14080.0,3,male,31.0,3,4,manager,1,married,,16616,0,,14,3.0,3,1,21.0,5,3.0,20,0,9,1981,no
no,travel_rarely,652.0,,7,3,,14170.0,3,female,100.0,4,1,laboratory_technician,1,single,3578.0,23577,0,no,12,3.0,4,0,8.0,2,3.0,7,0,7,1997,yes
yes,,337.0,,14,1,other,14210.0,3,male,84.0,3,3,healthcare_representative,4,single,,22930,0,yes,12,3.0,1,0,,1,3.0,8,7,7,1994,yes
no,,971.0,research_and_development,1,3,,14220.0,4,male,54.0,3,4,research_director,4,,17328.0,5652,6,,19,3.0,4,0,29.0,3,2.0,20,12,7,1969,no
no,,1136.0,,1,4,,14240.0,2,female,81.0,4,4,research_director,4,divorced,,12414,2,no,13,3.0,4,2,31.0,4,4.0,7,0,0,1968,yes
yes,,377.0,,9,3,marketing,14570.0,1,female,52.0,3,3,sales_executive,4,divorced,,15986,4,no,11,3.0,1,1,28.0,1,4.0,7,4,3,1977,yes
no,travel_rarely,1038.0,,20,3,medical,14600.0,2,female,95.0,1,3,healthcare_representative,1,,10851.0,19863,2,yes,18,3.0,2,1,,2,3.0,7,0,7,1978,no
no,travel_rarely,1490.0,,7,4,life_sciences,14840.0,3,female,35.0,3,3,healthcare_representative,2,divorced,10466.0,20948,3,,14,3.0,2,2,29.0,3,3.0,8,0,7,1974,no
no,travel_rarely,1246.0,,19,3,,14970.0,3,female,77.0,2,2,sales_executive,3,,,23757,1,,14,3.0,3,2,10.0,3,3.0,10,0,4,1994,yes
yes,,224.0,,1,4,technical_degree,15220.0,1,female,100.0,2,1,research_scientist,1,single,2362.0,7568,6,no,13,3.0,3,0,,2,1.0,9,0,7,1994,yes
no,,441.0,,8,1,other,15440.0,3,male,39.0,1,2,healthcare_representative,1,,,7288,3,no,13,3.0,3,1,9.0,3,3.0,7,0,7,1994,yes
yes,,607.0,,2,5,,15720.0,3,male,78.0,2,3,manufacturing_director,4,married,,14618,0,,16,3.0,2,1,,4,3.0,33,1,9,1970,yes
no,,1313.0,,7,3,medical,16080.0,2,male,31.0,3,5,research_director,4,,,3549,0,yes,14,,4,1,,4,2.0,22,1,10,1979,no
no,,1015.0,,5,5,,16110.0,3,male,50.0,1,2,laboratory_technician,1,,5769.0,23447,1,,14,3.0,1,0,10.0,3,3.0,10,1,4,1978,no
no,non_travel,,,26,3,marketing,16120.0,1,female,52.0,2,2,sales_executive,1,,4385.0,24162,1,,15,,1,1,10.0,2,,10,4,5,1978,no
